Price,Close,High,Low,Open,Volume
Ticker,COP,COP,COP,COP,COP
Date,,,,,
2015-01-02,49.14027786254883,49.53956415496508,48.64830836622271,48.840817223081864,5701800
2015-01-05,46.8016242980957,48.47005799022344,46.651893975947296,48.277543690465684,10938900
2015-01-06,44.86939239501953,47.486118712083716,44.83374269890891,46.55208416245689,18054700
2015-01-07,45.16885757446289,45.796305343586795,44.812355138295395,45.63944340130582,12350500
2015-01-08,46.2953987121582,46.694679632088615,45.561004688802804,46.23835702651255,10348300
2015-01-09,46.288265228271484,46.587725905841694,45.63943376020271,46.302528368990636,7984100
2015-01-12,44.969207763671875,45.824811257288246,44.641226243125786,45.73925417180322,8317100
2015-01-13,44.52002716064453,45.51110630497339,43.85693235352641,45.05478086187541,10240900
2015-01-14,44.64836120605469,44.76244186881452,43.38634234433166,44.07795789225552,10005400
2015-01-15,43.785606384277344,45.53959680743384,43.76421711957183,45.3542168335613,9994000
2015-01-16,44.976341247558594,45.261541517598715,43.83553200770626,44.02804361792942,10031400
2015-01-20,45.05476379394531,45.118934322579456,44.035166905590074,44.78382397962068,6890500
2015-01-21,46.01732635498047,46.188445968629615,45.08328917083004,45.553872188211024,7979700
2015-01-22,46.55921173095703,46.75885218793159,45.632303392381495,46.416607518979156,8759500
2015-01-23,46.095767974853516,46.85155142978955,46.08863640269496,46.5948692300385,6392900
2015-01-26,46.92997360229492,47.058314678099705,45.553874182752644,46.26687895060264,5861100
2015-01-27,46.73032760620117,47.16526089829024,46.38808296463497,46.55207643533824,5939900
2015-01-28,44.619834899902344,46.666154883052045,44.5627932190314,46.530687690726175,8679300
2015-01-29,44.79096603393555,45.33285126212701,43.236615188703965,45.047648224142264,11360100
2015-01-30,44.9050407409668,45.49683601422005,43.60024340724645,44.37028715569344,10524300
2015-02-02,46.89431381225586,46.901445381955185,45.211625109503764,45.96741102371472,10075800
2015-02-03,48.29892349243164,48.45578535340116,47.42193100034595,47.7213915859463,15631700
2015-02-04,46.965614318847656,47.52888859792941,46.516417945515215,47.50036776154375,12243300
2015-02-05,48.17772674560547,48.191984445913796,47.26508161163787,47.78557198970029,8707900
2015-02-06,48.12068557739258,48.75525932385782,47.89965586159735,48.65543910125391,7653100
2015-02-09,48.37736892700195,48.91925403468924,48.22763858931092,48.46293145130867,8070600
2015-02-10,48.47719192504883,48.562754454249756,47.414816359828244,48.3845032649271,7876600
2015-02-11,48.39875411987305,48.81942969585719,47.62871322517624,47.93530544503119,8365400
2015-02-12,49.04025650024414,49.624067310113546,48.737540191343996,49.18440555240597,8642800
2015-02-13,50.36642837524414,50.53220467831197,49.515936057136685,49.609637858452764,8419200
2015-02-17,50.0709228515625,50.43130087064796,49.38620131594083,49.8402811393051,7652700
2015-02-18,48.81679153442383,49.775392545297535,48.73029886096889,49.03301496966585,8932600
2015-02-19,48.59336471557617,48.90328999330839,47.15185281894848,47.61313618595482,9022600
2015-02-20,48.56452560424805,48.59335649717632,47.807735285870315,48.42758573650192,8781600
2015-02-23,48.232975006103516,48.67984556494768,47.937467998637494,48.05999516029584,6072800
2015-02-24,48.35551071166992,48.63661057180373,48.11766544375843,48.62940147310001,4867500
2015-02-25,48.67265319824219,48.89608580500185,48.26182248639878,48.62940959665826,6151800
2015-02-26,47.46177673339844,48.21136355798564,47.274378652518806,48.21136355798564,7837000
2015-02-27,46.993289947509766,47.64197146036939,46.94283724645024,47.56989695870321,6963500
2015-03-02,46.41668701171875,47.108612104571385,46.00585631599587,46.9932885062967,8059200
2015-03-03,46.690574645996094,47.04374356025704,46.322987531763296,46.38785843377242,5424700
2015-03-04,46.30857849121094,46.69778743723465,45.89053864189666,46.69778743723465,5487100
2015-03-05,45.645477294921875,46.186044277100684,45.645477294921875,46.13559157872126,5987600
2015-03-06,45.25627136230469,45.89774378311898,45.16977865989424,45.40762946732392,6732800
