Price,Close,High,Low,Open,Volume
Ticker,MGY,MGY,MGY,MGY,MGY
Date,,,,,
2017-06-29,9.23470401763916,9.23470401763916,9.23470401763916,9.23470401763916,1100
2017-06-30,9.290111541748047,9.465570510040362,9.280876627445846,9.465570510040362,3300
2017-07-03,9.290111541748047,9.290111541748047,9.290111541748047,9.290111541748047,0
2017-07-05,9.290111541748047,9.290111541748047,9.290111541748047,9.290111541748047,0
2017-07-06,9.290111541748047,9.290111541748047,9.290111541748047,9.290111541748047,0
2017-07-07,9.086946487426758,9.213461976459241,8.957660348375159,9.213461976459241,1400
2017-07-10,9.086946487426758,9.086946487426758,9.086946487426758,9.086946487426758,0
2017-07-11,9.086946487426758,9.086946487426758,9.086946487426758,9.086946487426758,0
2017-07-12,9.086946487426758,9.086946487426758,9.086946487426758,9.086946487426758,0
2017-07-13,9.096182823181152,9.096182823181152,9.096182823181152,9.096182823181152,200
2017-07-14,9.096182823181152,9.096182823181152,9.096182823181152,9.096182823181152,0
2017-07-17,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,1000
2017-07-18,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-07-19,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-07-20,9.142354011535645,9.188527694561532,9.050007526173621,9.050007526173621,47500
2017-07-21,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,9300
2017-07-24,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-07-25,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-07-26,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-07-27,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-07-28,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-07-31,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-08-01,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-08-02,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-08-03,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-08-04,9.142354011535645,9.142354011535645,9.142354011535645,9.142354011535645,0
2017-08-07,9.123884201049805,9.123884201049805,9.123884201049805,9.123884201049805,300
2017-08-08,9.123884201049805,9.123884201049805,9.123884201049805,9.123884201049805,0
2017-08-09,9.123884201049805,9.123884201049805,9.123884201049805,9.123884201049805,0
2017-08-10,9.123884201049805,9.123884201049805,9.123884201049805,9.123884201049805,0
2017-08-11,9.123884201049805,9.123884201049805,9.123884201049805,9.123884201049805,0
2017-08-14,9.123884201049805,9.123884201049805,9.123884201049805,9.123884201049805,0
2017-08-15,8.957661628723145,9.050009009915197,8.957661628723145,9.050009009915197,3000
2017-08-16,9.050007820129395,9.068476765525793,9.013069048646816,9.013069048646816,131700
2017-08-17,9.050007820129395,9.050007820129395,9.050007820129395,9.050007820129395,100000
2017-08-18,9.050007820129395,9.050007820129395,9.050007820129395,9.050007820129395,15000
2017-08-21,9.050007820129395,9.050007820129395,9.050007820129395,9.050007820129395,2100
2017-08-22,9.050007820129395,9.050007820129395,9.050007820129395,9.050007820129395,0
2017-08-23,9.050007820129395,9.050007820129395,9.040772907086305,9.050007820129395,3500
2017-08-24,9.050007820129395,9.050007820129395,9.022303961689907,9.050007820129395,228000
2017-08-25,9.050007820129395,9.050007820129395,9.050007820129395,9.050007820129395,0
2017-08-28,9.029692649841309,9.096182977691264,9.029692649841309,9.07771314861408,1000
2017-08-29,9.029692649841309,9.029692649841309,9.029692649841309,9.029692649841309,0
2017-08-30,9.029692649841309,9.029692649841309,9.029692649841309,9.029692649841309,0
2017-08-31,9.082329750061035,9.096182120563624,9.082329750061035,9.096182120563624,1000
2017-09-01,9.058320999145508,9.09618362302597,9.058320999145508,9.09618362302597,400
2017-09-05,9.096182823181152,9.096182823181152,9.05647339589166,9.096182823181152,28100
2017-09-06,9.063858985900879,9.096181180399489,9.063858985900879,9.096181180399489,26700
2017-09-07,9.096182823181152,9.096182823181152,9.086947908799427,9.096182823181152,25800
2017-09-08,9.096182823181152,9.096182823181152,9.050009131962433,9.096182823181152,27300
2017-09-11,9.096182823181152,9.096182823181152,9.096182823181152,9.096182823181152,0
2017-09-12,9.045391082763672,9.096182227849047,9.040773625875016,9.05000853965233,23700
