Price,Close,High,Low,Open,Volume
Ticker,CTRA,CTRA,CTRA,CTRA,CTRA
Date,,,,,
2015-01-02,22.204076766967773,22.410625415186146,21.695079270844953,21.739339494462154,4087500
2015-01-05,20.986913681030273,22.071298492039926,20.964782861904915,21.790981818155636,7466900
2015-01-06,20.69183921813965,21.186082862770437,20.300871309929093,20.891012345156657,8000600
2015-01-07,20.868879318237305,21.09018181633456,20.588561319840018,21.016413847966486,5403900
2015-01-08,21.289352416992188,21.318858756681635,20.559052570341578,20.86149993894415,6670100
2015-01-09,22.167186737060547,22.417996955509725,21.274598506173078,21.274598506173078,9221000
2015-01-12,21.65819549560547,22.012280090545502,21.53279035902165,21.783600632189287,6364900
2015-01-13,21.87949562072754,22.056537898818235,21.392629004226393,21.835235402956606,7748000
2015-01-14,21.76884651184082,22.078670880695146,21.27460290931147,21.80572979577299,8299800
2015-01-15,21.230342864990234,22.204076201828002,21.119690198252854,22.159815979337314,6729700
2015-01-16,21.42214012145996,21.45902340756566,20.839374633341137,21.281981101645393,8665200
2015-01-20,21.259849548339844,21.311486709899558,20.706591833902102,21.20821238678013,5686600
2015-01-21,21.407386779785156,21.64344319358451,21.208213653014248,21.49590723145631,6897900
2015-01-22,21.082801818847656,21.459017136614825,20.55905199276441,21.459017136614825,8969100
2015-01-23,21.009037017822266,21.56967161047571,20.9869076121036,21.215587048907317,6014300
2015-01-26,21.1787052154541,21.326241172829018,20.972156563537823,21.016416787947428,4529000
2015-01-27,21.009037017822266,21.377875454541083,20.90576270578323,21.068051111417,5440800
2015-01-28,19.982948303222656,20.684234463099152,19.20046161064171,20.595650399790028,17691600
2015-01-29,19.62122917175293,20.152729230871945,19.429298242849924,20.08629154748261,8114100
2015-01-30,19.562177658081055,19.850073407018638,19.25951766355797,19.407157303421112,7169600
2015-02-02,20.1970272064209,20.211790044791183,19.599087900549414,19.827929495239204,5782100
2015-02-03,20.307754516601562,20.507067601662104,19.96818391894331,20.448012029199266,10656500
2015-02-04,19.65814971923828,20.01248470454667,19.53265640127409,20.005102579019777,10036000
2015-02-05,19.680288314819336,20.02723962943014,19.525267964034484,19.820545828383672,7082000
2015-02-06,19.805784225463867,20.137972747171542,19.709819434746155,19.835312719836153,6086100
2015-02-09,20.093677520751953,20.374192550614673,19.90912867773551,19.90912867773551,6232400
2015-02-10,20.78758430480957,21.016424506075246,19.791020139561322,20.12320866397611,11004300
2015-02-11,20.73590660095215,21.156677707048324,20.411100266704146,20.477537957982054,7236700
2015-02-12,20.61041259765625,21.186205431978944,20.514447829267024,21.082857133718495,6487900
2015-02-13,20.743289947509766,20.920456665376538,20.573505352220263,20.846636847599736,4111300
2015-02-17,20.72852325439453,20.80972518515896,20.462772504980578,20.610412123098495,3928800
2015-02-18,20.315134048461914,20.802342811147778,20.27822344038224,20.507064986489034,6345700
2015-02-19,20.455394744873047,20.558743062790317,19.783637014393022,19.798401260952065,6112500
2015-02-20,20.713760375976562,21.31908031575698,20.366809080930572,20.396336161702482,7023400
2015-02-23,20.35942840576172,20.780199544637064,20.167497439117607,20.403719734065454,6400800
2015-02-24,20.96474838256836,21.060714569860938,20.219170884354998,20.48492167009329,6668900
2015-02-25,22.07942771911621,22.15324755214225,20.964752323611986,20.972134447714208,8568300
2015-02-26,21.33384132385254,21.96130753502377,20.846632597059727,21.96130753502377,7464600
2015-02-27,21.407665252685547,21.63650541804437,21.11976951536329,21.42242949767538,7096600
2015-03-02,21.518396377563477,21.702945233988544,21.186209280795982,21.407667345307644,7599300
2015-03-03,21.547924041748047,21.821055550275382,21.304319616955244,21.525777672950163,5587100
2015-03-04,21.20835304260254,21.732472497355992,21.156679591006274,21.732472497355992,5799400
2015-03-05,21.053333282470703,21.21573576464549,20.52921381291336,21.053333282470703,5415400
2015-03-06,20.61041259765625,21.016419444835268,20.543974908773027,20.839252743811926,4120800
2015-03-09,20.32252311706543,20.60303679438222,20.15273707785126,20.551363333402513,9183200
2015-03-10,19.857450485229492,20.477534562335162,19.857450485229492,20.189638886534528,5120200
2015-03-11,20.61041259765625,20.706377366045476,19.80577961717788,19.894363671687444,4873500
2015-03-12,20.558738708496094,20.83925229372557,20.411099090167475,20.735905405692986,4956100
2015-03-13,20.7580509185791,20.794960117648003,20.086291949960422,20.374189053081484,5922300
2015-03-16,20.83186912536621,20.839251246711324,20.433244428700007,20.610411116995618,4774000
2015-03-17,20.721147537231445,21.3190855002292,20.632564865377947,21.3190855002292,6302800
2015-03-18,21.023801803588867,21.141912938935203,20.30037074759361,20.418481882939947,6872300
2015-03-19,20.90568733215332,21.0459448109935,20.61040954090734,20.706374295063945,5900900
2015-03-20,21.1788272857666,21.23788286386022,20.994278428224533,21.156680915982978,4910300
2015-03-23,21.038572311401367,21.208356943012884,20.89093264426322,21.14930135775687,4125200
2015-03-24,21.341230392456055,21.407668095737687,21.0090418760479,21.06071674037501,3760000
2015-03-25,21.629119873046875,21.77675948359153,21.105001930805138,21.496245913151498,5572700
2015-03-26,21.392900466918945,22.035131027783194,21.17882455196144,21.93916484577104,4315400
2015-03-27,21.156681060791016,21.459341076591894,21.097625482293186,21.274792217786672,4052300
2015-03-30,21.584829330444336,21.62912065200458,21.09023844770178,21.333842828276726,4418500
2015-03-31,21.798912048339844,22.020370119155583,21.237883339877758,21.38552158442289,4109000
2015-04-01,22.160625457763672,22.330410055806148,21.761999280102966,21.761999280102966,7368900
2015-04-02,22.706886291503906,22.74379549118362,21.99821811208857,22.02036447669383,5141200
2015-04-06,22.5075740814209,22.81023403577553,22.21229624887928,22.788089078332263,5339100
2015-04-07,22.729036331176758,22.906203052677824,22.522341118760874,22.59616093805197,4460500
2015-04-08,22.640453338623047,22.93573122177511,22.551869269679422,22.85452927590979,2706000
2015-04-09,23.31220245361328,23.393404369532593,22.61091650775402,22.758556098880863,5588500
2015-04-10,22.884057998657227,23.37126686276315,22.84714879089006,23.326975531843345,4452800
2015-04-13,22.699506759643555,23.112895756799844,22.65521543337578,23.083368675286618,3359800
2015-04-14,23.253150939941406,23.27529730485791,22.847144105775644,22.854524819418746,5856400
2015-04-15,24.198041915893555,24.22018969057603,23.223624309615406,23.371263938201242,8426400
2015-04-16,24.382591247558594,24.530230879171576,23.806799781858903,24.057786310803444,6457800
2015-04-17,24.264474868774414,24.471171434820604,24.043016877145277,24.168511522529514,6988300
2015-04-20,24.286624908447266,24.544992120157623,24.0873118525601,24.19065873724424,5393100
2015-04-21,24.183277130126953,24.382590201857735,24.035640320837455,24.286626839017888,4840200
2015-04-22,24.175893783569336,24.46378947272346,24.043018416884156,24.220186511128173,6011300
2015-04-23,24.345680236816406,24.76645132529085,24.168514944822718,24.264478304656155,5851200
2015-04-24,24.382591247558594,24.685251225168916,23.622250946340618,24.640961306879248,9207600
2015-04-27,24.15375328063965,24.640962109640704,24.109460544915244,24.316154346312103,4685100
2015-04-28,24.788602828979492,24.832892750646902,24.212808503375452,24.212808503375452,6613300
2015-04-29,24.855043411254883,25.142942048073984,24.52285765860439,24.574531123060805,6124700
2015-04-30,24.965763092041016,25.27580656088861,24.36044321323391,24.965763092041016,6667900
2015-05-01,25.046974182128906,25.150321104218477,24.722169167562754,24.94362726003933,5222700
2015-05-04,25.342248916625977,25.35701034625187,24.928858487303145,25.18722574563497,5079000
2015-05-05,25.083724975585938,25.504741346804742,24.965544990991766,25.49735633048208,6913700
2015-05-06,25.201908111572266,25.49735951881919,25.09111594707975,25.320088110944347,6134400
2015-05-07,25.297937393188477,25.393959550333783,25.039419451990607,25.13543879150168,5837700
2015-05-08,25.896217346191406,25.918375214941065,25.15759166644687,25.556447392107565,5940800
2015-05-11,25.82973861694336,25.90360005127216,25.58599081191872,25.896215034892524,6094500
