Price,Close,High,Low,Open,Volume
Ticker,HES,HES,HES,HES,HES
Date,,,,,
2015-01-02,62.31916427612305,62.890745758115614,61.3188950793939,61.520634246898545,1908489
2015-01-05,59.30154037475586,61.36091084477022,58.78879800397452,61.05830857962165,3510494
2015-01-06,58.385345458984375,60.276607034196246,57.805356523769255,58.73837941391132,3652977
2015-01-07,58.250831604003906,59.77224370135342,57.94822938167405,59.09139190759434,2309647
2015-01-08,59.99921417236328,60.142114350250964,58.503017309166225,59.01575979549356,3350083
2015-01-09,59.78065490722656,60.19252768658598,59.02414930322291,59.91514122962354,2155140
2015-01-12,57.5195426940918,59.15863274549549,57.11607092061058,58.64589043957612,3523984
2015-01-13,56.89753723144531,58.42735694872362,56.477257018863725,57.88099138977413,3370009
2015-01-14,58.20039749145508,58.259236460096666,55.619877444516874,56.292328297249284,3730744
2015-01-15,57.09086227416992,59.46124240565853,56.96595691432759,59.04096219501894,5392460
2015-01-16,58.85602951049805,59.41080238791139,57.52794910750457,57.578380673463535,3776911
2015-01-20,58.477783203125,58.578652753637954,57.39345958373517,57.56157550125677,2656450
2015-01-21,60.024436950683594,60.352255079436596,58.856051788986385,59.18387633070798,2077711
2015-01-22,60.579193115234375,60.64643949227831,59.30994500364196,60.36064559632534,3192537
2015-01-23,59.53691101074219,60.51195800759653,59.343579243977736,59.91516072936431,2647019
2015-01-26,60.22614669799805,60.38584879397,58.814005139345696,59.49485692929671,2836848
2015-01-27,60.19253158569336,60.92382145242894,59.00733832715297,60.13369261340201,2511749
2015-01-28,55.493812561035156,59.58734532886714,55.47700416935685,59.25952718090391,6723341
2015-01-29,55.22481918334961,56.56972103819316,53.63616364709084,55.981324873457275,5022858
2015-01-30,56.729434967041016,57.82216634822305,54.46833123937862,54.67006399439255,5993532
2015-02-02,58.90647888183594,59.1586431733651,57.559896811016024,57.86417928868637,3589637
2015-02-03,61.09193420410156,61.66351557075174,59.747038756973886,59.88152509520298,4812359
2015-02-04,60.528743743896484,61.03307859752,59.553690802320844,60.032809875208024,3624952
